"pontoId","lat","lon","pathBTS1","pathBTS2","pathBTS3","pathBTS4","pathBTS5","pathBTS6","taBTS1","taBTS2","taBTS3","taBTS4","taBTS5","taBTS6"
2079,-8.068107,-34.892117,114.44,129.19,127.14,107.14,119.14,116.09,0,1,3,1,0,0
485,-8.074916,-34.891209,124.39,123.29,127.223333333333,99.09,129.256666666667,146.123333333333,1,0,3,0,1,2
1237,-8.070746,-34.892422,107.223333333333,127.423333333333,127.523333333333,113.056666666667,112.49,111.923333333333,0,1,3,1,1,1
1528,-8.069753,-34.894581,103.09,127.056666666667,122.956666666667,110.656666666667,111.69,104.523333333333,0,1,3,1,1,1
706,-8.07345,-34.890553,96.59,133.323333333333,126.956666666667,114.823333333333,114.456666666667,140.823333333333,1,0,3,0,1,1
839,-8.072803,-34.895966,105.19,110.04,123.49,100.49,120.04,125.19,1,0,2,0,1,1
745,-8.073204,-34.890629,102.056666666667,134.423333333333,129.89,115.723333333333,119.89,138.39,1,0,3,0,1,1
1330,-8.070448,-34.896748,109.356666666667,106.823333333333,119.423333333333,96.9566666666667,126.29,121.023333333333,0,1,2,1,1,1
141,-8.076802,-34.899574,120.823333333333,104.79,120.29,132.29,125.256666666667,140.456666666667,2,1,1,1,2,2
26,-8.077491,-34.898972,121.29,81.59,119.79,120.99,128.223333333333,132.856666666667,2,0,1,0,3,2
491,-8.074844,-34.890968,112.665,123.365,124.74,96.79,128.515,145.84,1,0,3,0,1,2
1445,-8.069984,-34.894127,107.956666666667,122.223333333333,119.423333333333,107.756666666667,109.156666666667,106.69,0,1,3,1,1,1
1766,-8.069142,-34.895718,105.54,126.69,115.24,108.29,109.39,117.59,0,1,2,1,1,0
728,-8.073236,-34.8965,91.79,118.956666666667,107.156666666667,108.79,119.356666666667,127.723333333333,1,0,2,0,2,1
2274,-8.066664,-34.895164,123.19,114.19,122.94,125.49,127.74,98.19,0,1,3,1,1,0
437,-8.075341,-34.892555,117.123333333333,130.523333333333,131.59,107.29,119.856666666667,139.723333333333,1,0,3,0,1,2
991,-8.072363,-34.89642,99.99,106.823333333333,116.823333333333,99.8566666666667,117.523333333333,117.49,1,0,2,0,1,1
501,-8.07475,-34.890656,118.956666666667,127.99,127.623333333333,100.856666666667,133.556666666667,146.723333333333,1,0,3,0,1,2
1362,-8.070318,-34.89727,93.49,114.056666666667,119.256666666667,113.656666666667,123.656666666667,101.79,0,1,2,1,1,1
181,-8.076487,-34.896122,116.823333333333,96.9233333333333,129.323333333333,112.723333333333,130.356666666667,138.423333333333,1,0,2,0,2,2
1650,-8.069441,-34.900639,125.79,126.19,119.39,128.123333333333,133.49,119.023333333333,1,1,2,1,2,1
276,-8.076143,-34.894867,115.84,111.115,124.74,104.565,127.19,136.59,1,0,2,0,2,2
1286,-8.070599,-34.896725,96.04,115.29,121.44,99.69,125.74,120.09,0,1,2,1,1,1
1734,-8.069232,-34.895607,108.29,117.815,119.565,106.715,111.815,117.665,0,1,2,1,1,0
1880,-8.068828,-34.900372,108.94,110.24,125.99,119.49,124.89,107.39,1,1,2,1,2,1
8,-8.077541,-34.899246,123.815,87.89,122.065,126.74,135.09,138.59,2,0,1,0,3,2
473,-8.075041,-34.900166,119.19,117.04,121.89,132.09,141.99,139.39,2,1,1,1,2,2
2933,-8.060349,-34.905613,134.89,117.056666666667,128.19,131.856666666667,132.19,132.09,3,3,3,3,3,2
888,-8.072607,-34.890991,109.49,130.723333333333,120.256666666667,104.456666666667,112.256666666667,136.856666666667,0,0,3,0,1,1
1647,-8.069455,-34.895123,110.49,126.69,110.14,112.99,110.74,108.34,0,1,2,1,1,0
1771,-8.069139,-34.889568,127.065,132.565,134.39,114.49,100.315,132.39,0,1,3,1,0,1
1805,-8.069023,-34.895912,102.623333333333,116.323333333333,118.09,110.09,115.523333333333,113.156666666667,0,1,2,1,1,0
1959,-8.068609,-34.889317,122.623333333333,132.89,133.723333333333,124.923333333333,102.423333333333,133.656666666667,0,1,4,1,0,1
2528,-8.065239,-34.886181,127.69,133.29,134.556666666667,128.023333333333,125.323333333333,133.023333333333,1,2,4,2,0,1
325,-8.075884,-34.899887,122.423333333333,113.456666666667,127.99,134.89,138.356666666667,143.056666666667,2,1,1,1,2,2
254,-8.076246,-34.899784,125.19,108.64,122.69,129.24,140.49,141.04,2,1,1,1,2,2
301,-8.075993,-34.894455,113.44,114.69,125.365,109.115,129.99,138.59,1,0,2,0,2,2
2046,-8.068363,-34.896622,101.89,110.59,108.29,103.29,117.09,105.84,0,1,2,1,1,0
371,-8.0756,-34.893547,114.923333333333,116.623333333333,126.656666666667,107.39,122.29,136.023333333333,1,0,2,0,2,2
1402,-8.07011,-34.889553,119.556666666667,123.623333333333,135.823333333333,105.556666666667,101.156666666667,135.156666666667,0,1,3,1,0,1
692,-8.073599,-34.900524,124.34,124.29,125.99,124.99,143.14,133.39,1,1,1,1,2,2
1049,-8.072007,-34.89716,101.923333333333,112.923333333333,118.856666666667,106.39,122.29,123.723333333333,1,0,2,0,1,1
250,-8.076267,-34.895248,111.956666666667,104.69,128.623333333333,113.856666666667,131.423333333333,135.69,1,0,2,0,2,2
1280,-8.07063,-34.89188,110.756666666667,129.056666666667,122.623333333333,115.656666666667,96.99,138.49,0,1,3,1,1,1
1606,-8.069557,-34.890774,108.89,130.99,118.84,113.09,105.44,112.34,0,1,3,1,0,1
2065,-8.068208,-34.896641,106.556666666667,105.656666666667,107.156666666667,92.79,116.623333333333,100.49,0,1,2,1,1,0
307,-8.075966,-34.894474,109.79,115.94,122.29,107.84,122.14,136.74,1,0,2,0,2,2
2484,-8.065576,-34.893753,129.256666666667,121.09,124.19,126.823333333333,115.656666666667,114.59,0,2,3,2,0,0
421,-8.075427,-34.89283,117.04,123.64,126.34,106.39,125.94,138.69,1,0,3,0,2,2
1975,-8.068583,-34.896469,100.89,116.34,112.39,110.14,122.59,99.74,0,1,2,1,1,0
1174,-8.071078,-34.891815,106.69,117.523333333333,130.456666666667,94.7566666666667,107.423333333333,132.29,0,1,3,1,1,1
729,-8.073235,-34.896446,94.59,110.056666666667,107.356666666667,102.856666666667,115.823333333333,126.99,1,0,2,0,2,1
2689,-8.063864,-34.885983,122.156666666667,135.056666666667,136.156666666667,129.123333333333,139.19,146.656666666667,1,2,5,2,0,1
1349,-8.070385,-34.897194,96.79,117.94,119.64,111.19,122.54,113.24,0,1,2,1,1,1
1302,-8.070549,-34.896927,97.0566666666667,120.156666666667,119.29,105.623333333333,126.323333333333,114.623333333333,0,1,2,1,1,1
2744,-8.063561,-34.895317,137.59,95.5233333333333,129.723333333333,126.956666666667,129.856666666667,113.923333333333,1,2,3,2,1,0
1468,-8.069924,-34.89753,107.356666666667,116.823333333333,117.156666666667,114.356666666667,124.823333333333,111.556666666667,1,1,2,1,1,1
2774,-8.063289,-34.886677,130.556666666667,137.656666666667,141.59,135.723333333333,140.323333333333,147.69,1,3,5,3,0,1
2517,-8.065347,-34.886486,122.49,128.04,133.965,127.34,112.715,131.09,1,2,4,2,0,1
860,-8.072696,-34.89436,87.7233333333333,107.656666666667,111.39,87.8566666666667,105.656666666667,126.423333333333,0,0,2,0,1,1
1876,-8.068832,-34.900352,105.29,113.323333333333,119.69,120.156666666667,125.756666666667,101.29,1,1,2,1,2,1
102,-8.077082,-34.899487,121.49,108.89,115.556666666667,134.023333333333,134.256666666667,138.023333333333,2,1,1,1,3,2
616,-8.074121,-34.890335,97.79,134.156666666667,119.99,121.656666666667,120.89,135.756666666667,1,0,3,0,1,2
2304,-8.066436,-34.893555,119.09,132.323333333333,129.023333333333,120.79,120.09,114.323333333333,0,1,3,1,0,0
1186,-8.070982,-34.891933,109.456666666667,130.99,127.99,112.356666666667,88.89,136.156666666667,0,1,3,1,1,1
2820,-8.062757,-34.88731,132.19,139.59,142.656666666667,131.49,138.823333333333,144.123333333333,1,3,4,3,0,1
672,-8.073761,-34.8983,124.756666666667,98.5233333333333,97.3566666666667,100.29,134.39,127.756666666667,1,0,2,0,2,2
2531,-8.065216,-34.901371,131.69,127.94,125.49,120.59,131.14,127.09,1,2,2,2,2,1
1607,-8.069555,-34.898464,99.39,116.14,116.39,114.99,115.79,105.39,1,1,2,1,1,1
682,-8.073685,-34.898045,110.656666666667,99.8566666666667,89.1233333333333,101.123333333333,130.223333333333,133.69,1,0,2,0,2,1
2371,-8.065873,-34.888149,123.99,134.74,135.94,126.09,118.89,144.04,1,2,4,2,0,1
1815,-8.068997,-34.889595,121.823333333333,131.99,139.39,111.423333333333,101.323333333333,132.023333333333,0,1,3,1,0,1
2830,-8.062549,-34.888329,121.59,129.623333333333,139.49,128.19,136.49,142.09,1,2,4,2,0,1
206,-8.07642,-34.895596,113.09,93.39,132.54,109.89,128.54,134.69,1,0,2,0,2,2
160,-8.076634,-34.899639,122.556666666667,111.29,126.59,130.623333333333,132.656666666667,140.056666666667,2,1,1,1,2,2
1316,-8.070496,-34.896629,98.3566666666667,117.156666666667,117.723333333333,99.9566666666667,128.256666666667,126.256666666667,0,1,2,1,1,1
1304,-8.070547,-34.893032,100.023333333333,122.89,121.39,101.456666666667,104.99,110.923333333333,0,1,3,1,1,1
200,-8.076427,-34.895809,117.54,92.465,127.44,121.54,128.99,137.29,1,0,2,0,2,2
1537,-8.069728,-34.889473,130.74,130.64,129.89,108.84,99.89,137.24,0,1,3,1,0,1
2264,-8.066731,-34.896839,119.523333333333,104.39,108.423333333333,92.69,122.656666666667,92.79,0,1,2,1,1,0
2456,-8.06577,-34.901268,125.523333333333,126.39,124.856666666667,113.59,131.656666666667,123.89,1,2,2,2,2,1
1534,-8.069736,-34.897972,103.19,118.64,121.04,109.99,121.44,102.19,1,1,2,1,1,1
2358,-8.065992,-34.896591,122.24,113.29,127.59,123.29,118.64,100.89,0,2,3,2,1,0
290,-8.076043,-34.899834,123.256666666667,116.256666666667,120.59,132.89,134.423333333333,137.023333333333,2,1,1,1,2,2
2442,-8.065791,-34.893631,125.89,120.94,125.64,125.29,120.74,115.84,0,2,3,2,0,0
688,-8.073627,-34.900528,123.356666666667,118.49,124.69,127.923333333333,144.823333333333,136.123333333333,1,1,1,1,2,2
2852,-8.062373,-34.887775,135.24,132.99,144.54,144.04,139.74,146.64,1,3,4,3,0,1
317,-8.075912,-34.899895,126.123333333333,109.79,120.823333333333,130.29,141.956666666667,140.19,2,1,1,1,2,2
1466,-8.069934,-34.897514,108.09,112.79,116.59,111.49,119.523333333333,103.056666666667,1,1,2,1,1,1
2863,-8.062281,-34.887882,139.723333333333,127.356666666667,138.623333333333,140.756666666667,141.456666666667,145.19,1,3,4,3,0,1
1281,-8.070624,-34.892899,104.89,120.74,123.49,107.19,110.94,112.69,0,1,3,1,1,1
435,-8.075356,-34.900066,123.94,113.89,122.39,135.19,135.39,135.84,2,1,1,1,2,2
2066,-8.068204,-34.899822,110.39,106.156666666667,119.59,101.156666666667,126.823333333333,98.79,1,1,2,1,2,1
700,-8.073527,-34.89053,94.6233333333333,134.856666666667,127.923333333333,115.023333333333,109.956666666667,140.456666666667,1,0,3,0,1,1
1463,-8.069942,-34.890179,105.656666666667,140.623333333333,126.456666666667,127.323333333333,113.89,128.79,0,1,3,1,0,1
644,-8.073929,-34.900459,125.215,118.89,122.64,125.89,144.715,139.515,1,1,1,1,2,2
1664,-8.069396,-34.895741,104.456666666667,119.69,119.823333333333,111.69,110.723333333333,125.923333333333,0,1,2,1,1,1
1505,-8.069823,-34.895958,95.49,125.956666666667,117.556666666667,109.523333333333,119.423333333333,116.056666666667,0,1,2,1,1,1
2120,-8.067877,-34.900501,106.456666666667,111.056666666667,109.556666666667,112.49,118.69,107.656666666667,1,2,2,2,2,1
2523,-8.065293,-34.893894,133.223333333333,121.423333333333,125.723333333333,130.29,117.29,112.123333333333,0,2,3,2,0,0
1782,-8.069095,-34.899643,108.09,118.923333333333,117.19,114.39,117.79,102.49,1,1,2,1,2,1
2174,-8.067182,-34.894108,122.19,123.656666666667,126.19,126.823333333333,123.856666666667,109.356666666667,0,1,3,1,0,0
574,-8.074308,-34.890236,98.99,137.34,120.44,119.19,115.09,134.04,1,0,3,0,1,2
1306,-8.070537,-34.890694,109.79,116.34,118.59,99.59,90.24,127.09,0,1,3,1,0,1
1258,-8.070692,-34.900883,128.49,124.823333333333,125.123333333333,123.59,132.89,127.756666666667,1,1,1,1,2,1
353,-8.075722,-34.893696,112.023333333333,118.556666666667,122.89,105.19,120.523333333333,136.956666666667,1,0,2,0,2,2
938,-8.072496,-34.89674,104.99,104.178888888889,113.69,93.29,121.423333333333,132.123333333333,1,0,2,0,1,1
2641,-8.064126,-34.894524,135.89,102.123333333333,119.423333333333,135.79,126.556666666667,114.79,0,2,3,2,1,0
438,-8.075328,-34.89249,118.59,128.49,128.99,108.04,122.64,141.74,1,0,3,0,1,2
2799,-8.062954,-34.887047,141.623333333333,134.256666666667,139.156666666667,138.89,145.323333333333,145.99,1,3,4,3,0,1
2908,-8.061168,-34.904652,134.556666666667,114.69,134.123333333333,131.023333333333,132.123333333333,134.123333333333,2,3,3,3,3,2
1676,-8.069365,-34.891186,103.156666666667,138.69,125.99,118.99,112.09,131.223333333333,20.8500035303028,1,3,1,0,1
1020,-8.072196,-34.900696,116.99,112.04,119.99,105.19,138.14,130.54,1,1,1,1,2,1
2703,-8.063786,-34.894085,137.29,118.19,130.49,127.19,134.49,123.09,0,2,3,2,1,0
1926,-8.068688,-34.889584,127.356666666667,132.823333333333,135.223333333333,119.156666666667,106.89,136.456666666667,0,1,4,1,0,1
598,-8.074222,-34.890263,101.991219512195,139.709512195122,125.586341463415,121.148536585366,123.53512195122,138.911951219512,1,0,3,0,1,2
1090,-8.071692,-34.895218,111.24,111.49,109.34,100.49,118.29,115.24,0,0,2,0,1,1
1119,-8.071415,-34.900776,120.79,121.29,111.99,117.24,131.19,126.59,1,1,1,1,2,1
942,-8.072495,-34.892353,112.49,124.39,113.04,96.94,103.24,134.64,0,0,3,0,1,1
999,-8.072326,-34.892334,111.94,119.99,129.54,98.69,98.19,126.04,0,0,3,0,1,1
255,-8.076238,-34.895157,121.723333333333,97.7566666666667,126.356666666667,109.856666666667,127.323333333333,136.323333333333,1,0,2,0,2,2
170,-8.076554,-34.896343,111.79,97.8233333333333,131.756666666667,117.023333333333,125.156666666667,135.756666666667,1,0,2,0,2,2
2289,-8.066573,-34.893623,116.74,125.59,129.74,119.14,118.54,112.29,0,1,3,1,0,0
1565,-8.069653,-34.898186,103.523333333333,113.156666666667,114.956666666667,114.223333333333,117.323333333333,103.856666666667,1,1,2,1,1,1
1092,-8.071685,-34.891964,96.29,111.923333333333,127.79,93.6566666666667,106.89,131.956666666667,0,1,3,1,1,1
1953,-8.068624,-34.889545,119.69,131.39,135.64,113.24,105.89,133.24,0,1,4,1,0,1
345,-8.075758,-34.896198,116.056666666667,111.59,126.856666666667,128.256666666667,128.756666666667,133.19,1,0,2,0,2,2
2853,-8.062372,-34.887775,136.523333333333,133.123333333333,143.69,144.223333333333,139.256666666667,147.29,1,3,4,3,0,1
1740,-8.069221,-34.899311,99.44,110.89,116.64,119.59,114.04,100.69,1,1,2,1,2,1
2100,-8.068026,-34.890564,126.756666666667,132.39,135.656666666667,121.223333333333,102.256666666667,121.79,0,1,3,1,0,1
1900,-8.06876,-34.889034,122.615,132.715,127.69,122.64,101.965,125.79,0,1,4,1,0,1
376,-8.075579,-34.899986,125.823333333333,116.29,125.09,132.19,141.256666666667,144.856666666667,2,1,1,1,2,2
1023,-8.07218,-34.892086,112.156666666667,114.79,123.023333333333,93.19,104.523333333333,129.69,0,0,3,0,1,1
2063,-8.068231,-34.891853,107.89,130.756666666667,126.123333333333,118.59,116.156666666667,120.223333333333,0,1,3,1,0,0
2394,-8.065823,-34.890781,139.615,134.865,132.765,132.19,119.09,115.665,0,2,4,2,0,0
209,-8.07641,-34.895725,120.323333333333,95.19,127.29,120.456666666667,132.023333333333,138.19,1,0,2,0,2,2
767,-8.073116,-34.896343,98.8566666666667,102.69,119.756666666667,99.3233333333333,117.856666666667,128.89,1,0,2,0,1,1
2849,-8.06238,-34.887779,135.79,132.29,144.34,142.99,140.24,148.34,1,3,4,3,0,1
1261,-8.070683,-34.892117,108.723333333333,134.523333333333,123.756666666667,113.656666666667,108.556666666667,129.056666666667,0,1,3,1,1,1
2168,-8.067242,-34.900921,112.256666666667,110.79,123.323333333333,111.223333333333,109.923333333333,103.856666666667,1,2,2,2,2,1
1161,-8.071136,-34.89183,107.79,116.615,125.215,96.29,109.365,133.49,0,1,3,1,1,1
2683,-8.063899,-34.88596,128.356666666667,133.056666666667,136.923333333333,131.523333333333,139.256666666667,141.923333333333,1,2,5,2,0,1
144,-8.076776,-34.896996,120.39,89.1566666666667,127.29,120.556666666667,130.856666666667,139.19,1,0,2,0,2,2
29,-8.077478,-34.899029,123.823333333333,79.29,116.223333333333,122.123333333333,129.223333333333,142.156666666667,2,0,1,0,3,2
1769,-8.069139,-34.897388,104.256666666667,106.056666666667,112.556666666667,99.0233333333333,127.39,100.823333333333,0,1,2,1,1,1
2811,-8.062819,-34.897289,132.24,95.64,125.69,103.64,125.49,121.19,1,2,3,2,1,0
1035,-8.07211,-34.894859,86.79,107.123333333333,108.59,89.7233333333333,105.756666666667,120.923333333333,0,0,2,0,1,1
1675,-8.069368,-34.895348,108.356666666667,121.09,111.39,109.29,108.723333333333,112.623333333333,0,1,2,1,1,0
1883,-8.068824,-34.889622,131.656666666667,129.723333333333,133.79,113.89,100.656666666667,132.923333333333,0,1,3,1,0,1
2321,-8.066298,-34.89333,125.323333333333,119.823333333333,126.69,126.09,115.023333333333,103.69,0,1,3,1,0,0
1879,-8.06883,-34.900322,104.556666666667,111.923333333333,118.323333333333,121.823333333333,124.89,112.056666666667,1,1,2,1,2,1
108,-8.077034,-34.899506,118.79,110.94,120.39,132.99,129.84,138.34,2,1,1,1,3,2
503,-8.074739,-34.890636,113.69,120.323333333333,129.99,96.0233333333333,122.656666666667,147.256666666667,1,0,3,0,1,2
42,-8.077415,-34.898731,126.165,80.315,118.965,122.765,129.665,137.815,2,0,1,0,2,2
1997,-8.06856,-34.889446,118.523333333333,132.856666666667,134.323333333333,121.956666666667,107.456666666667,128.156666666667,0,1,4,1,0,1
909,-8.072561,-34.894447,99.94,126.34,106.49,101.29,120.19,132.99,0,0,2,0,1,1
1817,-8.068982,-34.895947,111.723333333333,119.156666666667,112.79,102.723333333333,126.756666666667,112.023333333333,0,1,2,1,1,0
1594,-8.069588,-34.894917,98.39,127.256666666667,122.456666666667,112.956666666667,118.256666666667,108.056666666667,0,1,2,1,1,1
1686,-8.069342,-34.895348,105.09,121.023333333333,115.156666666667,107.323333333333,109.156666666667,118.456666666667,0,1,2,1,1,0
1299,-8.070557,-34.89621,106.09,110.09,119.59,99.29,125.39,114.79,0,1,2,1,1,1
2379,-8.06584,-34.892139,142.423333333333,132.49,133.156666666667,129.423333333333,102.056666666667,118.723333333333,0,2,3,2,0,0
2173,-8.067195,-34.892452,133.623333333333,126.556666666667,128.756666666667,116.89,120.523333333333,105.99,0,1,3,1,0,0
2695,-8.063835,-34.894684,136.94,107.14,122.94,134.69,126.39,124.19,0,2,3,2,1,0
454,-8.075194,-34.90012,122.056666666667,113.223333333333,128.223333333333,132.923333333333,139.456666666667,138.223333333333,2,1,1,1,2,2
256,-8.076237,-34.899784,126.123333333333,115.456666666667,126.49,138.29,136.723333333333,139.19,2,1,1,1,2,2
2428,-8.065797,-34.890648,138.623333333333,141.756666666667,137.156666666667,129.89,127.923333333333,117.856666666667,0,2,4,2,0,0
827,-8.072871,-34.896416,105.523333333333,103.29,122.69,91.99,131.323333333333,130.823333333333,1,0,2,0,1,1
1488,-8.06987,-34.890347,116.523333333333,139.223333333333,132.823333333333,120.99,110.123333333333,122.29,0,1,3,1,0,1
164,-8.076612,-34.89967,118.823333333333,107.59,123.79,134.79,134.356666666667,134.523333333333,2,1,1,1,2,2
2690,-8.063861,-34.894207,134.723333333333,118.99,130.323333333333,131.29,139.49,122.356666666667,0,2,3,2,1,0
1457,-8.069948,-34.897308,98.5566666666667,117.923333333333,119.456666666667,106.823333333333,119.423333333333,103.59,0,1,2,1,1,1
906,-8.072566,-34.896339,105.99,118.29,114.14,108.24,113.19,133.64,1,0,2,0,1,1
1266,-8.070676,-34.890694,113.79,116.556666666667,120.923333333333,100.856666666667,93.89,129.656666666667,0,1,3,1,0,1
1613,-8.069537,-34.890816,107.823333333333,134.056666666667,123.79,107.923333333333,102.29,105.256666666667,0,1,3,1,0,1
1131,-8.071337,-34.900764,117.056666666667,122.19,116.723333333333,119.656666666667,130.223333333333,125.923333333333,1,1,1,1,2,1
361,-8.075659,-34.899971,123.123333333333,119.523333333333,122.223333333333,129.923333333333,138.456666666667,138.49,21.7474936900366,1,1,1,2,2
1936,-8.068663,-34.896389,111.79,114.84,116.74,113.24,118.44,118.44,0,1,2,1,1,0
2834,-8.062477,-34.901443,125.79,128.34,135.19,118.49,131.49,130.79,2,3,3,3,2,1
676,-8.073735,-34.890453,92.19,134.915,126.89,121.74,109.015,137.715,1,0,3,0,1,2
2819,-8.062757,-34.897285,133.64,116.44,129.29,110.79,128.99,118.49,1,2,3,2,1,0
2461,-8.065721,-34.887669,124.29,135.123333333333,131.823333333333,126.956666666667,120.19,135.556666666667,1,2,4,2,0,1
894,-8.072601,-34.896152,105.84,111.29,118.69,97.04,121.34,124.79,1,0,2,0,1,1
1194,-8.070931,-34.900845,123.69,124.323333333333,126.156666666667,127.69,133.99,129.723333333333,1,1,1,1,2,1
2589,-8.064724,-34.893314,133.223333333333,124.623333333333,128.623333333333,124.823333333333,125.59,121.49,0,2,3,2,0,0
985,-8.072394,-34.893475,101.09,121.54,107.14,100.69,106.04,130.44,0,0,3,0,1,1
2739,-8.063591,-34.895767,137.023333333333,107.69,130.756666666667,126.29,130.623333333333,124.09,1,2,3,2,1,0
1591,-8.069597,-34.897373,106.756666666667,112.656666666667,119.19,108.323333333333,123.356666666667,99.1566666666667,0,1,2,1,1,1
2895,-8.061441,-34.903042,138.64,112.59,129.79,133.49,133.94,130.04,2,3,3,3,2,1
16,-8.07752,-34.899162,122.89,80.29,128.99,122.79,134.856666666667,136.19,2,0,1,0,3,2
470,-8.075055,-34.900166,121.29,114.223333333333,124.99,129.823333333333,138.89,136.623333333333,2,1,1,1,2,2
32,-8.077463,-34.899136,120.69,83.79,122.115,124.89,130.94,138.315,2,0,1,0,3,2
1624,-8.069515,-34.890877,119.015,134.615,126.84,119.115,107.44,111.89,0,1,3,1,0,1
1372,-8.070261,-34.897312,95.5233333333333,113.156666666667,119.323333333333,110.756666666667,119.156666666667,103.156666666667,0,1,2,1,1,1
2332,-8.066213,-34.896065,118.056666666667,116.556666666667,125.323333333333,122.756666666667,122.256666666667,100.29,0,1,3,1,1,0
1033,-8.072116,-34.897007,109.923333333333,114.956666666667,123.023333333333,102.79,130.756666666667,131.356666666667,1,0,2,0,1,1
2192,-8.067104,-34.892494,138.39,123.656666666667,127.656666666667,121.123333333333,119.89,113.523333333333,0,1,3,1,0,0
792,-8.072956,-34.896622,92.1233333333333,98.89,120.49,91.99,122.59,120.423333333333,1,0,2,0,2,1
2015,-8.068491,-34.889561,121.623333333333,133.49,133.923333333333,119.856666666667,100.523333333333,136.823333333333,0,1,4,1,0,1
2273,-8.066679,-34.896652,118.223333333333,112.09,117.39,122.49,128.023333333333,95.1233333333333,0,1,3,1,1,0
2700,-8.063804,-34.886028,120.123333333333,134.023333333333,137.39,130.69,137.956666666667,142.156666666667,1,2,5,2,0,1
135,-8.076844,-34.89957,122.923333333333,110.723333333333,122.623333333333,133.956666666667,136.29,140.256666666667,2,1,1,1,2,2
1332,-8.070436,-34.896515,100.44,122.24,120.715,105.99,124.015,120.915,0,1,2,1,1,1
705,-8.073451,-34.89719,114.79,106.823333333333,92.69,107.323333333333,130.223333333333,138.723333333333,1,0,2,0,2,1
455,-8.075187,-34.900101,122.69,113.24,131.69,127.49,136.59,136.59,2,1,1,1,2,2
584,-8.074259,-34.900318,117.09,113.123333333333,88.79,115.723333333333,138.156666666667,137.19,1,1,1,1,2,2
580,-8.074282,-34.900333,119.356666666667,113.123333333333,103.056666666667,124.523333333333,139.123333333333,137.556666666667,1,1,1,1,2,2
1076,-8.071825,-34.897247,112.79,118.456666666667,116.723333333333,111.056666666667,137.056666666667,127.323333333333,1,0,2,0,1,1
2936,-8.060138,-34.905865,134.29,129.99,130.556666666667,132.49,136.29,133.09,3,3,3,3,3,2
605,-8.074191,-34.890305,94.19,134.64,118.19,114.19,125.94,127.74,1,0,3,0,1,2
1494,-8.069857,-34.894382,102.856666666667,123.49,118.823333333333,112.056666666667,113.19,106.656666666667,0,1,3,1,1,1
1458,-8.069947,-34.896019,95.49,116.34,123.79,113.69,126.54,120.94,0,1,2,1,1,1
516,-8.074647,-34.890316,111.856666666667,122.39,132.923333333333,97.4233333333333,131.423333333333,148.623333333333,1,0,3,0,1,2
1869,-8.068844,-34.900379,107.39,113.423333333333,120.323333333333,119.823333333333,123.39,105.49,1,1,2,1,2,1
77,-8.077255,-34.898281,118.056666666667,86.5233333333333,124.656666666667,122.756666666667,128.09,133.623333333333,2,0,1,0,2,2
1776,-8.069124,-34.891346,120.79,134.79,129.69,119.023333333333,93.3233333333333,127.256666666667,0,1,3,1,0,1
1292,-8.070586,-34.90089,131.256666666667,129.756666666667,120.79,122.223333333333,135.956666666667,128.69,1,1,1,1,2,25.1153270417443
2746,-8.063555,-34.89521,137.223333333333,104.79,131.19,131.99,130.856666666667,120.356666666667,1,2,3,2,1,0
2112,-8.067932,-34.892513,122.656666666667,122.59,125.456666666667,103.856666666667,117.523333333333,113.056666666667,0,1,3,1,0,0
2554,-8.065003,-34.885441,119.756666666667,132.456666666667,139.456666666667,123.456666666667,118.09,135.89,1,2,5,2,0,1
1144,-8.07126,-34.890694,98.69,115.623333333333,119.656666666667,96.19,98.9566666666667,122.623333333333,0,1,3,1,1,1
2253,-8.066782,-34.894844,117.29,131.223333333333,128.923333333333,127.69,122.056666666667,103.723333333333,0,1,3,1,1,0
1666,-8.069393,-34.895782,105.956666666667,113.423333333333,119.99,98.79,117.29,119.323333333333,0,1,2,1,1,1
519,-8.074624,-34.89024,111.94,128.14,132.515,104.59,126.415,149.54,1,0,3,0,1,2
2014,-8.068492,-34.897316,102.456666666667,116.523333333333,115.39,114.456666666667,124.89,104.49,0,1,2,1,1,0
2145,-8.067552,-34.89674,113.89,107.84,105.69,91.94,120.39,106.04,0,1,2,1,1,0
1768,-8.069141,-34.890709,115.423333333333,121.623333333333,126.39,107.69,87.0233333333333,127.456666666667,0,1,3,1,0,1
694,-8.073581,-34.897671,115.94,100.54,93.19,99.94,127.84,134.44,1,0,2,0,2,1
508,-8.074692,-34.890453,113.59,130.09,130.64,100.04,131.89,148.34,1,0,3,0,1,2
1886,-8.068812,-34.896564,107.423333333333,104.156666666667,105.69,90.69,118.09,95.3233333333333,0,1,2,1,1,0
1808,-8.069018,-34.895882,112.356666666667,119.223333333333,117.323333333333,104.823333333333,119.223333333333,109.39,0,1,2,1,1,0
1,-8.077576,-34.899261,123.79,88.9566666666667,122.256666666667,126.89,132.79,138.056666666667,2,0,1,0,3,2
1609,-8.06955,-34.895008,102.69,128.723333333333,114.856666666667,110.69,110.99,114.323333333333,0,1,2,1,1,1
239,-8.076324,-34.899754,127.723333333333,117.19,126.623333333333,131.156666666667,137.656666666667,145.256666666667,2,1,1,1,2,2
748,-8.073196,-34.900597,126.29,117.556666666667,128.756666666667,124.423333333333,140.49,132.423333333333,1,1,1,1,2,2
278,-8.076126,-34.895023,118.023333333333,106.89,131.19,103.356666666667,127.356666666667,142.156666666667,1,0,2,0,2,2
